crop_name,variety,category,state,district,mandi_name,season,month,quantity_kg,grade,demand_index,historical_avg_price,unit_price,is_synthetic
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Indore Mandi,Rabi,8,3214.98,Grade B,1.65,36.21,58.05,True
Onion,Red,Vegetable,Maharashtra,Pune,Pune APMC,Zaid,3,3355.58,Grade C,1.4,23.84,26.73,True
Green Chilli,Local,Spice,Maharashtra,Pune,Pune APMC,Zaid,1,1696.24,Grade A,1.73,38.51,69.58,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Agra Mandi,Kharif,9,4978.05,Grade A,1.32,21.93,30.16,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Zaid,3,1203.51,Grade B,1.72,44.96,70.0,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Vashi APMC,Rabi,3,3242.03,Grade A,1.34,22.43,29.32,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Zaid,6,4069.11,Grade C,1.58,26.61,39.78,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,7,4787.76,Grade A,0.66,16.38,12.65,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,8,3522.41,Grade A,1.78,19.24,35.95,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Kharif,2,93.44,Grade B,0.6,50.84,29.81,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Zaid,10,4698.45,Grade B,0.93,17.9,14.44,True
Rice,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Zaid,6,2195.17,Grade C,1.51,33.73,49.04,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,10,2425.92,Grade C,1.59,22.38,26.95,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rajkot APMC,Kharif,8,4150.2,Grade A,1.17,20.86,27.88,True
Rice,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,3,2302.41,Grade C,0.63,38.77,18.02,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Indore Mandi,Kharif,7,2555.88,Grade A,1.25,60.53,93.51,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,1,740.35,Grade B,1.28,25.54,32.71,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,3,249.22,Grade B,0.88,22.7,18.51,True
Potato,Local,Vegetable,Gujarat,Rajkot,Rajkot APMC,Rabi,3,2531.1,Grade B,1.45,18.61,23.71,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,8,4035.22,Grade B,1.36,77.04,103.96,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,8,147.46,Grade B,1.43,22.28,33.71,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Kharif,5,3160.27,Grade A,1.3,38.62,55.65,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Indore Mandi,Zaid,2,704.8,Grade B,0.74,70.27,43.2,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Agra Mandi,Zaid,4,1893.71,Grade B,1.15,69.04,75.86,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Vashi APMC,Year-Round,8,2955.78,Grade C,1.46,60.04,72.9,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,11,325.42,Grade A,1.56,20.85,34.12,True
Mango,Local,Fruit,Punjab,Ludhiana,Ludhiana Mandi,Zaid,9,3961.04,Grade C,1.39,66.42,70.75,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Year-Round,5,3547.32,Grade B,1.51,19.16,29.07,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,5,226.37,Grade B,1.72,17.33,32.76,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Year-Round,11,4605.86,Grade C,0.95,48.1,35.96,True
Onion,Red,Vegetable,Gujarat,Rajkot,Rajkot APMC,Year-Round,7,3820.3,Grade A,0.73,22.45,18.13,True
Onion,Red,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,12,1553.09,Grade A,1.68,19.66,36.53,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Zaid,9,439.73,Grade A,1.42,61.89,96.41,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Kharif,5,3159.98,Grade A,1.48,22.6,39.01,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Kharif,10,542.33,Grade A,1.06,47.73,56.32,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Year-Round,8,4979.49,Grade A,1.68,17.67,33.56,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,9,4028.62,Grade B,1.66,18.96,27.93,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Rabi,10,2508.29,Grade B,1.25,44.63,46.94,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Zaid,4,1015.4,Grade B,0.74,37.38,28.97,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rajkot APMC,Rabi,2,4927.92,Grade A,1.01,78.63,76.25,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Rabi,3,4967.14,Grade B,0.7,53.66,35.95,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Rabi,5,1347.71,Grade C,0.86,20.19,14.71,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Year-Round,5,2055.87,Grade B,0.65,19.27,13.5,True
Wheat,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Rabi,6,1134.24,Grade A,0.69,26.27,24.95,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Vashi APMC,Rabi,7,1686.98,Grade B,0.62,44.7,29.07,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Kharif,7,177.95,Grade C,1.79,42.89,70.59,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Rabi,2,4301.68,Grade A,0.86,69.43,62.27,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Kharif,6,2599.12,Grade B,1.3,74.69,102.06,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Bengaluru APMC,Kharif,1,3208.64,Grade C,1.31,42.11,39.23,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,7,958.64,Grade B,0.94,18.81,17.94,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Bengaluru APMC,Rabi,8,3288.13,Grade B,0.97,41.12,38.13,True
Mango,Local,Fruit,Maharashtra,Pune,Pune APMC,Rabi,6,2780.36,Grade B,0.74,59.96,39.49,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Zaid,9,1769.02,Grade B,0.82,30.97,22.44,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Rajkot APMC,Kharif,12,4424.75,Grade B,1.44,20.59,24.64,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Year-Round,11,1137.39,Grade A,1.18,27.89,34.69,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Rabi,3,4913.62,Grade C,0.82,18.7,11.69,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Vashi APMC,Kharif,7,2800.73,Grade C,1.18,21.38,22.03,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,7,3173.78,Grade C,1.22,23.39,26.91,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Pune APMC,Year-Round,4,1788.48,Grade B,0.62,53.66,34.5,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Kharif,12,2246.61,Grade A,0.99,18.19,19.04,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Rajkot APMC,Rabi,7,2893.96,Grade B,0.98,19.11,19.5,True
Rice,Common,Cereal,Maharashtra,Pune,Pune APMC,Rabi,1,2684.56,Grade B,1.52,36.75,52.62,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Year-Round,7,3093.8,Grade B,1.59,39.68,65.65,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Agra Mandi,Year-Round,8,3629.55,Grade B,0.63,22.03,13.04,True
Wheat,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,3,1684.57,Grade A,1.24,28.27,35.83,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Year-Round,3,1981.47,Grade C,1.2,52.64,50.81,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Rabi,1,4368.98,Grade B,1.23,45.74,48.55,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Zaid,4,4773.45,Grade A,1.05,33.78,39.09,True
Rice,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Zaid,5,1547.39,Grade C,0.76,31.5,20.43,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,9,2889.65,Grade A,1.7,34.92,63.63,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Rabi,6,2072.86,Grade C,0.66,21.29,13.43,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rajkot APMC,Rabi,1,4477.88,Grade B,0.83,21.83,14.26,True
Soybean,Local,Oilseed,Maharashtra,Pune,Pune APMC,Year-Round,8,4269.93,Grade B,1.3,47.77,60.07,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Rabi,9,3399.85,Grade A,1.25,21.29,27.66,True
Green Chilli,Local,Spice,Maharashtra,Pune,Pune APMC,Rabi,11,2196.95,Grade A,1.15,36.96,45.11,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Zaid,8,2657.67,Grade B,1.24,31.35,38.19,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Kharif,1,4426.76,Grade A,0.62,47.59,29.3,True
Rice,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Kharif,2,373.01,Grade B,1.63,34.77,53.67,True
Rice,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,9,1362.49,Grade C,0.62,38.21,19.08,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,9,2921.22,Grade B,1.13,21.18,22.93,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Rabi,9,2305.23,Grade B,1.04,50.28,51.34,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Year-Round,9,974.09,Grade A,1.09,47.26,58.26,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Kharif,8,1311.22,Grade A,1.18,34.84,48.36,True
Wheat,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,8,1845.55,Grade C,0.62,23.34,12.83,True
Mango,Local,Fruit,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,1,1997.57,Grade B,0.76,75.15,52.34,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,2,2619.5,Grade C,1.57,31.88,36.22,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Rabi,2,1726.0,Grade B,0.87,49.5,36.46,True
Green Chilli,Local,Spice,Maharashtra,Pune,Pune APMC,Kharif,5,1116.65,Grade B,1.31,40.53,55.4,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,3,4316.05,Grade C,1.2,21.31,20.91,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,5,3466.54,Grade B,1.48,25.21,37.17,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Zaid,7,1011.45,Grade B,1.1,39.01,45.03,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,4,4658.56,Grade C,1.42,25.71,27.45,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Year-Round,10,2214.94,Grade B,0.69,21.4,15.41,True
Mango,Local,Fruit,Karnataka,Bengaluru,Bengaluru APMC,Kharif,12,2710.05,Grade C,0.79,64.9,40.01,True
Mango,Local,Fruit,Karnataka,Bengaluru,Bengaluru APMC,Kharif,1,1065.21,Grade A,1.46,63.92,104.19,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Rabi,4,4716.89,Grade B,0.95,21.6,19.86,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,4,3693.47,Grade B,1.22,22.73,26.46,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Indore Mandi,Year-Round,4,1365.11,Grade A,1.72,36.59,71.57,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Kharif,2,4636.57,Grade B,1.38,50.36,62.6,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,1,4794.94,Grade A,1.47,26.07,38.75,True
Rice,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,9,2197.42,Grade B,1.41,37.86,49.64,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Indore Mandi,Zaid,12,1972.55,Grade C,1.2,41.44,40.43,True
Mango,Local,Fruit,Gujarat,Rajkot,Rajkot APMC,Kharif,6,2186.68,Grade A,1.0,73.99,86.29,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,8,856.09,Grade B,0.65,28.34,21.77,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Ludhiana Mandi,Rabi,7,2303.56,Grade A,1.24,49.57,75.58,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Year-Round,8,3355.39,Grade A,1.63,65.63,122.66,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Rabi,5,3271.87,Grade B,0.81,55.59,44.55,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Year-Round,4,462.35,Grade C,0.82,26.4,17.44,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,1,384.4,Grade C,0.81,17.97,11.97,True
Onion,Red,Vegetable,Gujarat,Rajkot,Rajkot APMC,Kharif,1,3548.1,Grade B,0.83,20.03,15.69,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Rabi,4,4411.89,Grade A,0.97,24.65,28.5,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Kharif,11,254.29,Grade B,1.7,60.42,99.31,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,9,2103.5,Grade A,1.24,31.04,42.79,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Zaid,7,1807.72,Grade B,1.19,41.08,52.73,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Vashi APMC,Rabi,8,3732.12,Grade B,0.77,36.34,28.67,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Kharif,7,505.8,Grade A,0.89,25.6,27.75,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Kharif,1,1909.15,Grade A,1.2,25.46,31.44,True
Rice,Common,Cereal,Maharashtra,Pune,Pune APMC,Rabi,2,1745.37,Grade A,0.69,39.53,26.07,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Year-Round,4,1096.88,Grade A,1.27,27.67,38.85,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,6,2312.16,Grade A,1.08,27.46,40.04,True
Mango,Local,Fruit,Gujarat,Rajkot,Rajkot APMC,Kharif,6,2356.07,Grade B,0.67,66.32,43.15,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Vashi APMC,Kharif,12,2399.5,Grade A,1.27,42.31,57.44,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,6,4611.93,Grade A,1.1,23.09,29.43,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Zaid,1,3228.79,Grade B,1.74,47.4,71.22,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,2,193.51,Grade C,1.52,32.36,36.7,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Pune APMC,Rabi,1,4616.59,Grade A,0.7,50.36,37.43,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Zaid,5,3538.68,Grade C,1.62,75.49,104.46,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Nashik APMC,Kharif,5,1700.61,Grade B,1.13,19.92,25.31,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Rabi,3,284.38,Grade B,0.84,22.22,18.21,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Year-Round,7,1560.53,Grade B,1.74,20.29,38.94,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Indore Mandi,Zaid,8,872.77,Grade A,0.94,34.29,38.58,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,2,1109.88,Grade B,1.26,23.07,25.13,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Nashik APMC,Zaid,4,3050.02,Grade C,0.71,19.52,10.76,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,5,929.88,Grade B,1.26,23.18,30.55,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Rabi,8,1499.31,Grade B,0.83,47.63,39.11,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Kharif,7,2351.06,Grade C,1.76,65.15,101.17,True
Rice,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,5,1975.71,Grade B,1.8,38.88,71.88,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,5,4049.67,Grade A,0.91,23.71,25.71,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,1,3072.56,Grade A,1.76,16.36,30.8,True
Tomato,Desi,Vegetable,Maharashtra,Nashik,Nashik APMC,Rabi,5,4169.7,Grade B,1.29,23.5,29.58,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Rabi,11,1207.55,Grade A,0.7,71.79,51.82,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Rajkot APMC,Rabi,2,3270.35,Grade B,1.03,24.96,19.53,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Rabi,9,4989.53,Grade B,1.02,26.03,25.02,True
Potato,Local,Vegetable,Maharashtra,Pune,Pune APMC,Zaid,4,4506.86,Grade A,0.86,16.03,16.31,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Rajkot APMC,Year-Round,9,1940.2,Grade B,1.38,22.31,28.21,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,1,3508.7,Grade A,0.79,21.22,16.24,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Zaid,10,300.48,Grade B,1.67,22.52,33.49,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Kharif,2,2466.37,Grade A,0.67,35.37,25.0,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Agra Mandi,Rabi,9,214.01,Grade A,0.92,20.58,21.18,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Rabi,4,66.73,Grade A,1.46,27.2,48.12,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Zaid,1,439.87,Grade B,1.4,28.9,36.91,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Agra Mandi,Kharif,7,2021.97,Grade A,0.98,74.1,92.32,True
Potato,Local,Vegetable,Maharashtra,Nashik,Nashik APMC,Year-Round,2,3963.5,Grade A,0.94,18.63,17.98,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Zaid,3,1128.07,Grade B,1.43,25.88,35.0,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Rabi,11,3598.04,Grade B,0.64,24.55,12.47,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Rajkot APMC,Kharif,10,2787.33,Grade A,0.94,23.94,21.22,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,7,628.67,Grade B,1.2,23.04,31.28,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Rabi,10,929.4,Grade B,1.24,60.47,68.09,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Zaid,8,562.06,Grade A,1.02,44.6,53.17,True
Soybean,Local,Oilseed,Maharashtra,Pune,Pune APMC,Year-Round,3,3150.5,Grade A,1.13,45.81,51.81,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,4,4564.7,Grade A,1.15,47.93,55.93,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Zaid,9,2378.13,Grade B,1.43,62.58,85.5,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Pune APMC,Rabi,3,2218.71,Grade C,1.03,19.32,15.94,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Rabi,7,2411.48,Grade A,1.64,22.48,44.62,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,9,4149.22,Grade C,1.37,25.52,27.79,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,5,3891.44,Grade B,1.34,25.03,32.44,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,12,4770.19,Grade A,0.82,17.9,15.7,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,8,4084.62,Grade A,1.62,21.61,38.23,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Kharif,9,3770.57,Grade B,1.34,16.02,19.29,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Ludhiana Mandi,Zaid,9,411.71,Grade C,1.31,39.05,43.95,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,11,971.35,Grade A,0.95,28.7,29.82,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Zaid,12,331.89,Grade B,1.05,26.05,25.79,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,5,4248.07,Grade B,1.24,22.51,27.34,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,7,3296.45,Grade C,1.69,17.64,25.65,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rajkot APMC,Year-Round,7,2697.35,Grade B,1.32,64.9,86.49,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Zaid,9,3235.99,Grade B,0.89,18.57,15.05,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,12,4033.45,Grade B,1.7,18.09,28.53,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Kharif,9,1372.68,Grade A,0.88,62.87,61.28,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Kharif,7,2874.24,Grade B,1.65,52.91,89.32,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,12,3983.4,Grade B,1.5,24.72,34.2,True
Green Chilli,Local,Spice,Maharashtra,Pune,Pune APMC,Kharif,7,1479.81,Grade C,0.85,37.12,28.15,True
Rice,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Zaid,9,67.85,Grade A,1.34,32.13,48.1,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Nashik APMC,Rabi,2,2338.56,Grade B,1.56,22.08,29.55,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Rabi,9,2410.89,Grade B,1.78,30.07,51.71,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,1,2713.67,Grade C,1.15,60.69,48.57,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,2,2476.64,Grade C,1.61,25.17,29.9,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Zaid,8,1867.22,Grade C,1.66,44.88,61.74,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Zaid,4,3185.48,Grade A,0.8,42.76,37.16,True
Mango,Local,Fruit,Gujarat,Rajkot,Rajkot APMC,Year-Round,2,2107.96,Grade C,1.25,74.68,74.49,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Vashi APMC,Kharif,3,234.73,Grade A,1.52,72.46,122.81,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Kharif,12,1261.82,Grade C,1.05,52.15,43.55,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Rabi,4,4097.09,Grade B,1.25,28.21,32.58,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Pune APMC,Zaid,9,1028.95,Grade A,1.58,58.3,97.04,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Pune APMC,Kharif,3,2972.71,Grade A,0.79,19.96,16.7,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Vashi APMC,Year-Round,8,4523.44,Grade A,0.81,56.45,56.21,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Zaid,8,653.1,Grade B,1.26,75.0,96.76,True
Potato,Local,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,6,4695.16,Grade B,0.73,19.03,14.26,True
Onion,Red,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,4,51.53,Grade A,1.66,24.35,46.51,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Rabi,9,2711.78,Grade A,1.63,48.29,82.05,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,10,960.36,Grade A,1.03,17.28,16.76,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,2,3765.91,Grade A,1.74,18.3,30.65,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Year-Round,11,3222.81,Grade B,0.67,24.26,14.41,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Rajkot APMC,Zaid,9,4192.67,Grade C,1.4,21.01,22.16,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Kharif,8,3349.75,Grade A,1.44,34.66,57.87,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Kharif,4,463.09,Grade B,1.53,63.68,100.67,True
Potato,Local,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,6,4716.17,Grade B,1.21,18.41,22.18,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Zaid,12,1657.87,Grade B,1.55,31.55,44.93,True
Rice,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Rabi,4,4678.68,Grade B,1.43,36.51,46.69,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,5,3261.8,Grade A,1.34,19.3,30.46,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Pune APMC,Zaid,12,4804.16,Grade A,0.81,58.33,44.25,True
